"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/05/06","Spain","Belmez solar project","--",NA,NA,10.9,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"38.2812","-5.2390","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009161","G100001010531",NA,"WKSL: 60124","https://www.gem.wiki/Belmez_solar_project"
"2025/01/07","Spain","Belvis solar farm","3",NA,NA,4.5,"MWp/dc","PV","construction",NA,NA,"China Three Gorges CORP (CTG)","中国长江三峡集团有限公司","China Three Gorges CORP (CTG)","中国长江三峡集团有限公司",NA,"39.4710","-6.3846","approximate","Cáceres",NA,"Cáceres","Extremadura","Southern Europe","Europe","L100000824383","G100000827507",NA,NA,"https://www.gem.wiki/Belvis_solar_farm"
"2024/05/06","Spain","Benahadux solar project","--",NA,NA,10.6,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"36.9268","-2.4758","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009107","G100001010477",NA,"WKSL: 60127","https://www.gem.wiki/Benahadux_solar_project"
"2024/02/27","Spain","Berguedà solar project","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.9693","1.7048","exact",NA,"Berguedà",NA,"Catalonia","Southern Europe","Europe","L100001010047","G100001011417",NA,"TZ: SOL000222540","https://www.gem.wiki/Berguedà_solar_project"
"2023/01/05","Spain","Biniatria solar farm","1",NA,"Nou Biniatria",12.6,"MWp/dc","PV","operating",NA,NA,"Endesa",NA,"Endesa SA",NA,NA,"39.8094","3.0818","exact",NA,"Raiguer",NA,"Balearic Islands","Southern Europe","Europe","L100000824388","G100000827512",NA,"PRETOR: RE-113327","https://www.gem.wiki/Biniatria_solar_farm"
"2024/05/06","Spain","Blanca solar project","--",NA,NA,7,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"38.2216","-1.3163","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009199","G100001010569",NA,"WKSL: 60240","https://www.gem.wiki/Blanca_solar_project"
"2024/05/06","Spain","Bullas solar project","--",NA,NA,5,"MWp/dc","Assumed PV","operating",2007,NA,NA,NA,NA,NA,NA,"38.0520","-1.6870","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009200","G100001010570",NA,"WKSL: 60345","https://www.gem.wiki/Bullas_solar_project"
"2024/02/27","Spain","Burgos solar project","--",NA,NA,1.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.3653","-3.7613","exact","Burgos",NA,NA,"Castile and León","Southern Europe","Europe","L100001010216","G100001011586",NA,"TZ: SOL000207017","https://www.gem.wiki/Burgos_solar_project"
"2024/04/26","Spain","Calera y Chozas solar farm","--",NA,NA,16.2,"MWac","Assumed PV","pre-construction",NA,NA,NA,NA,NA,NA,NA,"39.1357","-2.2162","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100001007673","G100001008900",NA,"WKSL: WKSL: 84350","https://www.gem.wiki/Calera_y_Chozas_solar_farm"
"2024/05/06","Spain","Calera y Chozas solar project","--",NA,NA,16.2,"MWac","Assumed PV","operating",2021,NA,NA,NA,NA,NA,NA,"39.9320","-4.9650","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009090","G100001010460",NA,"WKSL: 84350","https://www.gem.wiki/Calera_y_Chozas_solar_project"
"2024/05/06","Spain","Calzada de Calatrava solar project","--",NA,NA,10,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"38.7071","-3.7200","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009152","G100001010522",NA,"WKSL: 60158","https://www.gem.wiki/Calzada_de_Calatrava_solar_project"
"2023/01/04","Spain","Campina Cordobesa Dos solar farm","--",NA,NA,11.3,"MWp/dc","PV","operating",2022,NA,NA,NA,"Taiga Mistral Gestion SGEIC",NA,NA,"37.3917","-4.7659","approximate","Puente Gentil","Cordoba",NA,NA,"Southern Europe","Europe","L100000824407","G100000827538",NA,"PRETOR: RE-113900","https://www.gem.wiki/Campina_Cordobesa_Dos_solar_farm"
"2024/02/27","Spain","Campo De Belchite solar project","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.3765","-0.7581","exact",NA,"Campo de Belchite",NA,"Aragon","Southern Europe","Europe","L100001010309","G100001011679",NA,"TZ: SOL000213699","https://www.gem.wiki/Campo_De_Belchite_solar_project"
"2024/02/27","Spain","Campo De Cariñena solar project I","--",NA,NA,3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.3599","-1.2616","exact",NA,"Campo de Cariñena",NA,"Aragon","Southern Europe","Europe","L100001009457","G100001010827",NA,"TZ: SOL000213698","https://www.gem.wiki/Campo_De_Cariñena_solar_project_I"
"2024/02/27","Spain","Campo De Cariñena solar project II","--",NA,NA,3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.4417","-1.2360","exact",NA,"Campo de Cariñena",NA,"Aragon","Southern Europe","Europe","L100001009525","G100001010895",NA,"TZ: SOL000213706","https://www.gem.wiki/Campo_De_Cariñena_solar_project_II"
"2024/02/27","Spain","Campo De Cariñena solar project III","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.4507","-1.2273","exact",NA,"Campo de Cariñena",NA,"Aragon","Southern Europe","Europe","L100001009674","G100001011044",NA,"TZ: SOL000213707","https://www.gem.wiki/Campo_De_Cariñena_solar_project_III"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project I","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.7661","-1.2416","exact",NA,"Campo de Cartagena y Mar Menor",NA,"Region of Murcia","Southern Europe","Europe","L100001009811","G100001011181",NA,"TZ: SOL000213320","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_I"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project II","--",NA,NA,17.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6923","-1.1870","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010282","G100001011652",NA,"TZ: SOL000213309","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_II"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project III","--",NA,NA,2.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6880","-1.3172","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010284","G100001011654",NA,"TZ: SOL000213305","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_III"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project IV","--",NA,NA,3.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6790","-1.2154","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010285","G100001011655",NA,"TZ: SOL000213301","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_IV"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project V","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6773","-1.1579","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010286","G100001011656",NA,"TZ: SOL000213300","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_V"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project VI","--",NA,NA,2.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.7214","-1.1446","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010378","G100001011748",NA,"TZ: SOL000213312","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_VI"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project VII","--",NA,NA,7.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.7204","-1.1270","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010406","G100001011776",NA,"TZ: SOL000213310","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_VII"
"2024/02/27","Spain","Campo De Cartagena Y Mar Menor solar project VIII","--",NA,NA,5.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.7338","-0.8876","exact",NA,"Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010429","G100001011799",NA,"TZ: SOL000213314","https://www.gem.wiki/Campo_De_Cartagena_Y_Mar_Menor_solar_project_VIII"
"2024/02/27","Spain","Campo De Gibraltar solar project","--",NA,NA,14.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.1934","-5.4186","exact",NA,"Campo de Gibraltar",NA,"Andalusia","Southern Europe","Europe","L100001009418","G100001010788",NA,"TZ: SOL000204387","https://www.gem.wiki/Campo_De_Gibraltar_solar_project"
"2024/05/06","Spain","Campollano solar project","--",NA,NA,5.6,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"39.0105","-1.8949","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009095","G100001010465",NA,"WKSL: 60309","https://www.gem.wiki/Campollano_solar_project"
"2024/04/05","Spain","Campos de Al-Andalus solar farm","3","Planta solar fotovoltaica Campos de Al-Andalus",NA,12.4,"MWac","PV","pre-construction",NA,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"37.3723","-6.8806","approximate","Gibraleón",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001005210","G100001006169",NA,NA,"https://www.gem.wiki/Campos_de_Al-Andalus_solar_farm"
"2024/05/06","Spain","Campos del Rio solar project","--",NA,NA,10,"MWp/dc","Assumed PV","operating",2022,NA,NA,NA,NA,NA,NA,"38.0600","-1.3410","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009201","G100001010571",NA,"WKSL: 78737","https://www.gem.wiki/Campos_del_Rio_solar_project"
"2024/05/06","Spain","Cantillana solar project","--",NA,NA,5.7,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"37.5890","-5.8160","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009244","G100001010614",NA,"WKSL: 60295","https://www.gem.wiki/Cantillana_solar_project"
"2024/05/06","Spain","Cantoria II solar project","--",NA,NA,12.6,"MWac","Assumed PV","operating",2023,NA,NA,NA,NA,NA,NA,"37.3750","-2.2440","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009108","G100001010478",NA,"WKSL: 85745","https://www.gem.wiki/Cantoria_II_solar_project"
"2024/11/19","Spain","Caravaca solar farm","--",NA,NA,12,"unknown","PV","construction",2025,NA,"Emeren Group",NA,"Emeren Group Ltd",NA,NA,"38.1059","-1.8635","approximate",NA,"Noroeste","Region of Murcia","Region of Murcia","Southern Europe","Europe","L100000824419","G100000827553",NA,NA,"https://www.gem.wiki/Caravaca_solar_farm"
"2024/05/06","Spain","Carmona solar project","--",NA,NA,6,"MWp/dc","Assumed PV","operating",2007,NA,NA,NA,NA,NA,NA,"37.5189","-5.6592","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009245","G100001010615",NA,"WKSL: 60274","https://www.gem.wiki/Carmona_solar_project"
"2024/05/06","Spain","Carolinas I solar project","--",NA,NA,10,"MWp/dc","Assumed PV","operating",2020,NA,NA,NA,NA,NA,NA,"40.7080","-3.4020","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009181","G100001010551",NA,"WKSL: 77970","https://www.gem.wiki/Carolinas_I_solar_project"
"2024/05/06","Spain","Carpio A solar project","--",NA,NA,5,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"41.2360","-5.1490","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009274","G100001010644",NA,"WKSL: 77425","https://www.gem.wiki/Carpio_A_solar_project"
"2024/02/27","Spain","Cartagena Campo De Cartagena Y Mar Menor solar project I","--",NA,NA,3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6890","-0.9065","exact","Cartagena","Campo de Cartagena y Mar Menor",NA,"Region of Murcia","Southern Europe","Europe","L100001009661","G100001011031",NA,"TZ: SOL000213306","https://www.gem.wiki/Cartagena_Campo_De_Cartagena_Y_Mar_Menor_solar_project_I"
"2024/02/27","Spain","Cartagena Campo De Cartagena Y Mar Menor solar project II","--",NA,NA,4.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6552","-0.9421","exact","Cartagena","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010283","G100001011653",NA,"TZ: SOL000213297","https://www.gem.wiki/Cartagena_Campo_De_Cartagena_Y_Mar_Menor_solar_project_II"
"2024/02/27","Spain","Cartagena Campo De Cartagena Y Mar Menor solar project III","--",NA,NA,3.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6130","-0.9298","exact","Cartagena","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010417","G100001011787",NA,"TZ: SOL000213286","https://www.gem.wiki/Cartagena_Campo_De_Cartagena_Y_Mar_Menor_solar_project_III"
"2024/05/06","Spain","Casas Ibañez solar project","--",NA,NA,5.2,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"39.2714","-1.4687","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009096","G100001010466",NA,"WKSL: 60336","https://www.gem.wiki/Casas_Ibañez_solar_project"
"2024/05/06","Spain","Casas de Don Pedro solar project","--",NA,NA,7,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"39.1159","-5.3349","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009119","G100001010489",NA,"WKSL: 60236","https://www.gem.wiki/Casas_de_Don_Pedro_solar_project"
"2024/05/06","Spain","Casatejada solar project","--",NA,NA,11.4,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"39.8830","-5.6670","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009137","G100001010507",NA,"WKSL: 60112","https://www.gem.wiki/Casatejada_solar_project"
"2024/05/06","Spain","Castejon solar project","--",NA,NA,5.3,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"42.1517","-1.6556","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009223","G100001010593",NA,"WKSL: 60321","https://www.gem.wiki/Castejon_solar_project"
"2024/05/06","Spain","Castelnou solar project","--",NA,NA,6,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"41.2210","-0.3020","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009254","G100001010624",NA,"WKSL: 60286","https://www.gem.wiki/Castelnou_solar_project"
"2024/02/27","Spain","Castile And León solar project C","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0553","-4.7476","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010009","G100001011379",NA,"TZ: SOL000205038","https://www.gem.wiki/Castile_And_León_solar_project_C"
"2024/02/27","Spain","Castile And León solar project CI","--",NA,NA,8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.9123","-5.6290","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010013","G100001011383",NA,"TZ: SOL000205007","https://www.gem.wiki/Castile_And_León_solar_project_CI"
"2024/02/27","Spain","Castile And León solar project CII","--",NA,NA,3.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.5609","-5.7540","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010014","G100001011384",NA,"TZ: SOL000203540","https://www.gem.wiki/Castile_And_León_solar_project_CII"
"2024/02/27","Spain","Castile And León solar project CIII","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.1467","-4.2989","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010016","G100001011386",NA,"TZ: SOL000206888","https://www.gem.wiki/Castile_And_León_solar_project_CIII"
"2024/02/27","Spain","Castile And León solar project CIV","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.4894","-5.3921","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010024","G100001011394",NA,"TZ: SOL000205214","https://www.gem.wiki/Castile_And_León_solar_project_CIV"
"2024/02/27","Spain","Castile And León solar project CIX","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.1220","-4.2958","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010042","G100001011412",NA,"TZ: SOL000206880","https://www.gem.wiki/Castile_And_León_solar_project_CIX"
"2024/02/27","Spain","Castile And León solar project CL","--",NA,NA,9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.7116","-4.8646","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010450","G100001011820",NA,"TZ: SOL000205484","https://www.gem.wiki/Castile_And_León_solar_project_CL"
"2024/02/27","Spain","Castile And León solar project CLI","--",NA,NA,15.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2194","-5.8331","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010464","G100001011834",NA,"TZ: SOL000203573","https://www.gem.wiki/Castile_And_León_solar_project_CLI"
"2024/02/27","Spain","Castile And León solar project CLII","--",NA,NA,8.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.8601","-5.0258","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010472","G100001011842",NA,"TZ: SOL000205361","https://www.gem.wiki/Castile_And_León_solar_project_CLII"
"2024/02/27","Spain","Castile And León solar project CLIII","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.6568","-2.9254","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010473","G100001011843",NA,"TZ: SOL000209235","https://www.gem.wiki/Castile_And_León_solar_project_CLIII"
"2024/02/27","Spain","Castile And León solar project CLIV","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.5928","-4.9548","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010475","G100001011845",NA,"TZ: SOL000204965","https://www.gem.wiki/Castile_And_León_solar_project_CLIV"
"2024/02/27","Spain","Castile And León solar project CLIX","--",NA,NA,3.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.4948","-4.6908","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010525","G100001011895",NA,"TZ: SOL000205226","https://www.gem.wiki/Castile_And_León_solar_project_CLIX"
"2024/02/27","Spain","Castile And León solar project CLV","--",NA,NA,1.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2502","-4.8634","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010486","G100001011856",NA,"TZ: SOL000205089","https://www.gem.wiki/Castile_And_León_solar_project_CLV"
"2024/02/27","Spain","Castile And León solar project CLVI","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.6931","-6.6461","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010503","G100001011873",NA,"TZ: SOL000201330","https://www.gem.wiki/Castile_And_León_solar_project_CLVI"
"2024/02/27","Spain","Castile And León solar project CLVII","--",NA,NA,2.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0166","-5.2143","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010523","G100001011893",NA,"TZ: SOL000205029","https://www.gem.wiki/Castile_And_León_solar_project_CLVII"
"2024/02/27","Spain","Castile And León solar project CLVIII","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0584","-5.3856","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010524","G100001011894",NA,"TZ: SOL000205040","https://www.gem.wiki/Castile_And_León_solar_project_CLVIII"
"2024/02/27","Spain","Castile And León solar project CLX","--",NA,NA,16.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.5163","-5.7267","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010542","G100001011912",NA,"TZ: SOL000203674","https://www.gem.wiki/Castile_And_León_solar_project_CLX"
"2024/02/27","Spain","Castile And León solar project CLXI","--",NA,NA,16.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.6266","-4.6273","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010543","G100001011913",NA,"TZ: SOL000205288","https://www.gem.wiki/Castile_And_León_solar_project_CLXI"
"2024/02/27","Spain","Castile And León solar project CLXII","--",NA,NA,12,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.6116","-2.8596","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010546","G100001011916",NA,"TZ: SOL000209177","https://www.gem.wiki/Castile_And_León_solar_project_CLXII"
"2024/02/27","Spain","Castile And León solar project CLXIII","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.8055","-4.2219","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010548","G100001011918",NA,"TZ: SOL000206858","https://www.gem.wiki/Castile_And_León_solar_project_CLXIII"
"2024/02/27","Spain","Castile And León solar project CLXIV","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.8410","-5.0553","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010550","G100001011920",NA,"TZ: SOL000205358","https://www.gem.wiki/Castile_And_León_solar_project_CLXIV"
"2024/02/27","Spain","Castile And León solar project CLXV","--",NA,NA,1.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.5151","-5.6089","exact",NA,NA,NA,"Castile and León","Southern Europe","Europe","L100001010553","G100001011923",NA,"TZ: SOL000205245","https://www.gem.wiki/Castile_And_León_solar_project_CLXV"
