"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/02/27","Spain","Andalusia solar project XXX","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.4334","-5.6921","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009509","G100001010879",NA,"TZ: SOL000204540","https://www.gem.wiki/Andalusia_solar_project_XXX"
"2024/02/27","Spain","Andalusia solar project XXXI","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.5624","-5.1087","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009515","G100001010885",NA,"TZ: SOL000204598","https://www.gem.wiki/Andalusia_solar_project_XXXI"
"2024/02/27","Spain","Andalusia solar project XXXII","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.1556","-5.4244","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009516","G100001010886",NA,"TZ: SOL000204467","https://www.gem.wiki/Andalusia_solar_project_XXXII"
"2024/02/27","Spain","Andalusia solar project XXXIII","--",NA,NA,1.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.4170","-5.8162","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009521","G100001010891",NA,"TZ: SOL000203135","https://www.gem.wiki/Andalusia_solar_project_XXXIII"
"2024/02/27","Spain","Andalusia solar project XXXIV","--",NA,NA,4.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.2351","-5.8848","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009523","G100001010893",NA,"TZ: SOL000203052","https://www.gem.wiki/Andalusia_solar_project_XXXIV"
"2024/02/27","Spain","Andalusia solar project XXXIX","--",NA,NA,3.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.2852","-3.6076","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009579","G100001010949",NA,"TZ: SOL000206419","https://www.gem.wiki/Andalusia_solar_project_XXXIX"
"2024/02/27","Spain","Andalusia solar project XXXV","--",NA,NA,9.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0981","-5.6347","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009529","G100001010899",NA,"TZ: SOL000204457","https://www.gem.wiki/Andalusia_solar_project_XXXV"
"2024/02/27","Spain","Andalusia solar project XXXVI","--",NA,NA,2.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.9806","-3.8519","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009533","G100001010903",NA,"TZ: SOL000206395","https://www.gem.wiki/Andalusia_solar_project_XXXVI"
"2024/02/27","Spain","Andalusia solar project XXXVII","--",NA,NA,2.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8285","-5.0081","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009554","G100001010924",NA,"TZ: SOL000204664","https://www.gem.wiki/Andalusia_solar_project_XXXVII"
"2024/02/27","Spain","Andalusia solar project XXXVIII","--",NA,NA,2.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.4122","-5.8390","exact",NA,NA,NA,"Andalusia","Southern Europe","Europe","L100001009560","G100001010930",NA,"TZ: SOL000203133","https://www.gem.wiki/Andalusia_solar_project_XXXVIII"
"2024/02/27","Spain","Andorra-Sierra De Arcos solar project I","--",NA,NA,4.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0481","-0.4730","exact",NA,"Andorra-Sierra de Arcos",NA,"Aragon","Southern Europe","Europe","L100001009365","G100001010735",NA,"TZ: SOL000215747,TZ: SOL000215746","https://www.gem.wiki/Andorra-Sierra_De_Arcos_solar_project_I"
"2024/02/27","Spain","Andorra-Sierra De Arcos solar project II","--",NA,NA,5.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0448","-0.4724","exact",NA,"Andorra-Sierra de Arcos",NA,"Aragon","Southern Europe","Europe","L100001010319","G100001011689",NA,"TZ: SOL000215744","https://www.gem.wiki/Andorra-Sierra_De_Arcos_solar_project_II"
"2024/02/27","Spain","Andorra-Sierra De Arcos solar project III","--",NA,NA,3.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0438","-0.4799","exact",NA,"Andorra-Sierra de Arcos",NA,"Aragon","Southern Europe","Europe","L100001010423","G100001011793",NA,"TZ: SOL000215743","https://www.gem.wiki/Andorra-Sierra_De_Arcos_solar_project_III"
"2024/02/27","Spain","Andorra-Sierra De Arcos solar project IV","--",NA,NA,2.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0411","-0.4715","exact",NA,"Andorra-Sierra de Arcos",NA,"Aragon","Southern Europe","Europe","L100001010424","G100001011794",NA,"TZ: SOL000215741","https://www.gem.wiki/Andorra-Sierra_De_Arcos_solar_project_IV"
"2024/02/27","Spain","Andorra-Sierra De Arcos solar project V","--",NA,NA,14.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0375","-0.4735","exact",NA,"Andorra-Sierra de Arcos",NA,"Aragon","Southern Europe","Europe","L100001010521","G100001011891",NA,"TZ: SOL000215739","https://www.gem.wiki/Andorra-Sierra_De_Arcos_solar_project_V"
"2024/02/27","Spain","Antequera solar project I","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0735","-4.7298","exact",NA,"Antequera",NA,"Andalusia","Southern Europe","Europe","L100001009458","G100001010828",NA,"TZ: SOL000204450","https://www.gem.wiki/Antequera_solar_project_I"
"2024/02/27","Spain","Antequera solar project II","--",NA,NA,9.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.1365","-4.7017","exact",NA,"Antequera",NA,"Andalusia","Southern Europe","Europe","L100001009578","G100001010948",NA,"TZ: SOL000204463","https://www.gem.wiki/Antequera_solar_project_II"
"2024/02/27","Spain","Antequera solar project III","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.2627","-4.6821","exact",NA,"Antequera",NA,"Andalusia","Southern Europe","Europe","L100001009685","G100001011055",NA,"TZ: SOL000204504","https://www.gem.wiki/Antequera_solar_project_III"
"2024/02/27","Spain","Antequera solar project IV","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.9018","-4.4176","exact",NA,"Antequera",NA,"Andalusia","Southern Europe","Europe","L100001009894","G100001011264",NA,"TZ: SOL000206248","https://www.gem.wiki/Antequera_solar_project_IV"
"2024/02/27","Spain","Antequera solar project V","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.9579","-4.6428","exact",NA,"Antequera",NA,"Andalusia","Southern Europe","Europe","L100001009961","G100001011331",NA,"TZ: SOL000204423","https://www.gem.wiki/Antequera_solar_project_V"
"2024/02/27","Spain","Arabako Lautada/Llanada Alavesa solar project","--",NA,NA,1.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.8599","-2.3740","exact",NA,"Arabako lautada/Llanada Alavesa",NA,"Autonomous Community of the Basque Country","Southern Europe","Europe","L100001010018","G100001011388",NA,"TZ: SOL000211776","https://www.gem.wiki/Arabako_Lautada/Llanada_Alavesa_solar_project"
"2024/02/27","Spain","Aragon solar project I","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.2358","0.3555","exact",NA,NA,NA,"Aragon","Southern Europe","Europe","L100001009311","G100001010681",NA,"TZ: SOL000218056,TZ: SOL000218057","https://www.gem.wiki/Aragon_solar_project_I"
"2024/02/27","Spain","Aragon solar project II","--",NA,NA,4.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.7178","-0.8481","exact",NA,NA,NA,"Aragon","Southern Europe","Europe","L100001010306","G100001011676",NA,"TZ: SOL000213651","https://www.gem.wiki/Aragon_solar_project_II"
"2024/02/27","Spain","Aragon solar project III","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.7060","-0.8461","exact",NA,NA,NA,"Aragon","Southern Europe","Europe","L100001010307","G100001011677",NA,"TZ: SOL000213644","https://www.gem.wiki/Aragon_solar_project_III"
"2024/02/27","Spain","Aragon solar project IV","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.1572","0.3028","exact",NA,NA,NA,"Aragon","Southern Europe","Europe","L100001010330","G100001011700",NA,"TZ: SOL000218051","https://www.gem.wiki/Aragon_solar_project_IV"
"2024/02/27","Spain","Aragon solar project V","--",NA,NA,1.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.1980","0.3504","exact",NA,NA,NA,"Aragon","Southern Europe","Europe","L100001010331","G100001011701",NA,"TZ: SOL000218054","https://www.gem.wiki/Aragon_solar_project_V"
"2024/05/06","Spain","Arbante solar project","--",NA,NA,8.8,"MWp/dc","Assumed PV","operating",2007,NA,NA,NA,NA,NA,NA,"42.4950","-2.3100","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009220","G100001010590",NA,"WKSL: 60182","https://www.gem.wiki/Arbante_solar_project"
"2024/05/06","Spain","Archidona solar project","--",NA,NA,7.4,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"37.0900","-4.4330","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009194","G100001010564",NA,"WKSL: 60222","https://www.gem.wiki/Archidona_solar_project"
"2024/05/06","Spain","Arcicóllar A solar project","--",NA,NA,12.5,"MWp/dc","Assumed PV","operating",2013,NA,NA,NA,NA,NA,NA,"40.0500","-4.0550","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009257","G100001010627",NA,"WKSL: 78757","https://www.gem.wiki/Arcicóllar_A_solar_project"
"2024/05/06","Spain","Arguedas III solar project","--",NA,NA,7.1,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"42.1859","-1.6073","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009221","G100001010591",NA,"WKSL: 60227","https://www.gem.wiki/Arguedas_III_solar_project"
"2024/05/06","Spain","Arico solar project","--",NA,NA,6.6,"MWac","Assumed PV","operating",2011,NA,NA,NA,NA,NA,NA,"28.1580","-16.4644","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009236","G100001010606",NA,"WKSL: 69759","https://www.gem.wiki/Arico_solar_project"
"2024/02/27","Spain","Arico solar project I","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"28.1604","-16.4500","exact","Arico",NA,NA,NA,"Southern Europe","Europe","L100001009594","G100001010964",NA,"TZ: SOL000197022","https://www.gem.wiki/Arico_solar_project_I"
"2024/02/27","Spain","Arico solar project II","--",NA,NA,2.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"28.1347","-16.4653","exact","Arico",NA,NA,NA,"Southern Europe","Europe","L100001009816","G100001011186",NA,"TZ: SOL000197013","https://www.gem.wiki/Arico_solar_project_II"
"2024/02/27","Spain","Arico solar project III","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"28.1766","-16.4403","exact","Arico",NA,NA,NA,"Southern Europe","Europe","L100001009831","G100001011201",NA,"TZ: SOL000197026","https://www.gem.wiki/Arico_solar_project_III"
"2024/02/27","Spain","Arico solar project IV","--",NA,NA,1.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"28.1513","-16.4753","exact","Arico",NA,NA,NA,"Southern Europe","Europe","L100001010007","G100001011377",NA,"TZ: SOL000197017","https://www.gem.wiki/Arico_solar_project_IV"
"2024/03/18","Spain","Atik solar farm","--","Parque solar fotovoltaico Atik",NA,13.3,"MWac","PV","pre-construction",NA,NA,"Energía Inagotable de Atik",NA,"Forestalia SL",NA,NA,"41.5417","0.2025","approximate","Fraga",NA,"Huesca","Aragón","Southern Europe","Europe","L100000824367","G100000827484",NA,NA,"https://www.gem.wiki/Atik_solar_farm"
"2024/05/06","Spain","Atzeneta solar project","--",NA,NA,5.7,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"40.2140","-0.1853","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009149","G100001010519",NA,"WKSL: 60297","https://www.gem.wiki/Atzeneta_solar_project"
"2024/02/27","Spain","Ayamonte Costa Occidental solar project","--",NA,NA,3.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.2687","-7.3683","exact","Ayamonte","Costa Occidental",NA,"Andalusia","Southern Europe","Europe","L100001009546","G100001010916",NA,"TZ: SOL000200573","https://www.gem.wiki/Ayamonte_Costa_Occidental_solar_project"
"2024/05/06","Spain","Azaila A solar project","--",NA,NA,5,"MWp/dc","Assumed PV","operating",2011,NA,NA,NA,NA,NA,NA,"41.2840","-0.4920","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009253","G100001010623",NA,"WKSL: 75969","https://www.gem.wiki/Azaila_A_solar_project"
"2024/05/06","Spain","Aznalcóllar solar project","--",NA,NA,15,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"37.4980","-6.2310","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009243","G100001010613",NA,"WKSL: 75729","https://www.gem.wiki/Aznalcóllar_solar_project"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project I","--",NA,NA,2.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.9288","-6.8856","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001009456","G100001010826",NA,"TZ: SOL000201123","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_I"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project II","--",NA,NA,3.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8228","-7.0069","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001009626","G100001010996",NA,"TZ: SOL000201078","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_II"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project III","--",NA,NA,3.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.7560","-6.9641","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001009735","G100001011105",NA,"TZ: SOL000201015","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_III"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project IV","--",NA,NA,4.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8223","-7.0013","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001009847","G100001011217",NA,"TZ: SOL000201077","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_IV"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project V","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.0133","-6.9145","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001009986","G100001011356",NA,"TZ: SOL000201134","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_V"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project VI","--",NA,NA,7.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8818","-6.8760","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001010083","G100001011453",NA,"TZ: SOL000201112","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_VI"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project VII","--",NA,NA,5.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8293","-6.9919","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001010084","G100001011454",NA,"TZ: SOL000201086","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_VII"
"2024/02/27","Spain","Badajoz Tierra De Badajoz solar project VIII","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8766","-6.8749","exact","Badajoz","Tierra de Badajoz",NA,"Extremadura","Southern Europe","Europe","L100001010085","G100001011455",NA,"TZ: SOL000201111","https://www.gem.wiki/Badajoz_Tierra_De_Badajoz_solar_project_VIII"
"2024/02/27","Spain","Baix Ebre solar project","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.8773","0.4764","exact",NA,"Baix Ebre",NA,"Catalonia","Southern Europe","Europe","L100001009656","G100001011026",NA,"TZ: SOL000217948","https://www.gem.wiki/Baix_Ebre_solar_project"
"2024/02/27","Spain","Baix Llobregat solar project I","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.4971","1.8978","exact",NA,"Baix Llobregat",NA,"Catalonia","Southern Europe","Europe","L100001009768","G100001011138",NA,"TZ: SOL000222500","https://www.gem.wiki/Baix_Llobregat_solar_project_I"
"2024/02/27","Spain","Baix Llobregat solar project II","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.5066","1.9225","exact",NA,"Baix Llobregat",NA,"Catalonia","Southern Europe","Europe","L100001009804","G100001011174",NA,"TZ: SOL000222504","https://www.gem.wiki/Baix_Llobregat_solar_project_II"
"2024/02/27","Spain","Bajo Aragón solar project I","--",NA,NA,14,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.0925","-0.1736","exact",NA,"Bajo Aragón",NA,"Aragon","Southern Europe","Europe","L100001009366","G100001010736",NA,"TZ: SOL000215750,TZ: SOL000215749","https://www.gem.wiki/Bajo_Aragón_solar_project_I"
"2024/02/27","Spain","Bajo Aragón solar project II","--",NA,NA,2.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.8432","-0.2606","exact",NA,"Bajo Aragón",NA,"Aragon","Southern Europe","Europe","L100001010316","G100001011686",NA,"TZ: SOL000215726","https://www.gem.wiki/Bajo_Aragón_solar_project_II"
"2024/02/27","Spain","Bajo Aragón solar project III","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.9778","-0.1684","exact",NA,"Bajo Aragón",NA,"Aragon","Southern Europe","Europe","L100001010492","G100001011862",NA,"TZ: SOL000215735","https://www.gem.wiki/Bajo_Aragón_solar_project_III"
"2024/02/27","Spain","Bajo Aragón solar project IV","--",NA,NA,8.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.1000","-0.1751","exact",NA,"Bajo Aragón",NA,"Aragon","Southern Europe","Europe","L100001010541","G100001011911",NA,"TZ: SOL000215751","https://www.gem.wiki/Bajo_Aragón_solar_project_IV"
"2024/02/27","Spain","Bajo Aragón-Caspe / Baix Aragó-Casp solar project I","--",NA,NA,6.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2326","-0.1679","exact",NA,"Bajo Aragón-Caspe / Baix Aragó-Casp",NA,"Aragon","Southern Europe","Europe","L100001010012","G100001011382",NA,"TZ: SOL000215769","https://www.gem.wiki/Bajo_Aragón-Caspe_/_Baix_Aragó-Casp_solar_project_I"
"2024/02/27","Spain","Bajo Aragón-Caspe / Baix Aragó-Casp solar project II","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.3054","-0.0945","exact",NA,"Bajo Aragón-Caspe / Baix Aragó-Casp",NA,"Aragon","Southern Europe","Europe","L100001010320","G100001011690",NA,"TZ: SOL000215807","https://www.gem.wiki/Bajo_Aragón-Caspe_/_Baix_Aragó-Casp_solar_project_II"
"2024/02/27","Spain","Bajo Aragón-Caspe / Baix Aragó-Casp solar project III","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2442","0.3647","exact",NA,"Bajo Aragón-Caspe / Baix Aragó-Casp",NA,"Aragon","Southern Europe","Europe","L100001010407","G100001011777",NA,"TZ: SOL000217952","https://www.gem.wiki/Bajo_Aragón-Caspe_/_Baix_Aragó-Casp_solar_project_III"
"2024/02/27","Spain","Bajo Cinca / Baix Cinca solar project","--",NA,NA,2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.5225","0.2796","exact",NA,"Bajo Cinca / Baix Cinca",NA,"Aragon","Southern Europe","Europe","L100001009948","G100001011318",NA,"TZ: SOL000217980","https://www.gem.wiki/Bajo_Cinca_/_Baix_Cinca_solar_project"
"2024/02/27","Spain","Bajo Guadalentín solar project I","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.5741","-1.3009","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001009359","G100001010729",NA,"TZ: SOL000213281,TZ: SOL000213280","https://www.gem.wiki/Bajo_Guadalentín_solar_project_I"
"2024/02/27","Spain","Bajo Guadalentín solar project II","--",NA,NA,2.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8028","-1.3881","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001009455","G100001010825",NA,"TZ: SOL000213324","https://www.gem.wiki/Bajo_Guadalentín_solar_project_II"
"2024/02/27","Spain","Bajo Guadalentín solar project III","--",NA,NA,5.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8784","-1.3089","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001009780","G100001011150",NA,"TZ: SOL000213349","https://www.gem.wiki/Bajo_Guadalentín_solar_project_III"
"2024/02/27","Spain","Bajo Guadalentín solar project IV","--",NA,NA,4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.7830","-1.6496","exact",NA,"Bajo Guadalentín",NA,"Region of Murcia","Southern Europe","Europe","L100001009845","G100001011215",NA,"TZ: SOL000211118","https://www.gem.wiki/Bajo_Guadalentín_solar_project_IV"
"2024/02/27","Spain","Bajo Guadalentín solar project V","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6364","-1.3709","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001009933","G100001011303",NA,"TZ: SOL000213292","https://www.gem.wiki/Bajo_Guadalentín_solar_project_V"
"2024/02/27","Spain","Bajo Guadalentín solar project VI","--",NA,NA,2.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8478","-1.3420","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001010051","G100001011421",NA,"TZ: SOL000213336","https://www.gem.wiki/Bajo_Guadalentín_solar_project_VI"
"2024/02/27","Spain","Bajo Guadalentín solar project VII","--",NA,NA,1.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6347","-1.3448","exact",NA,"Bajo Guadalentín",NA,"Region of Murcia","Southern Europe","Europe","L100001010287","G100001011657",NA,"TZ: SOL000213291","https://www.gem.wiki/Bajo_Guadalentín_solar_project_VII"
"2024/02/27","Spain","Bajo Guadalentín solar project VIII","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.6232","-1.3623","exact",NA,"Bajo Guadalentín",NA,NA,"Southern Europe","Europe","L100001010515","G100001011885",NA,"TZ: SOL000213287","https://www.gem.wiki/Bajo_Guadalentín_solar_project_VIII"
"2024/02/27","Spain","Bajo Martín solar project","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.2182","-0.4671","exact",NA,"Bajo Martín",NA,"Aragon","Southern Europe","Europe","L100001009755","G100001011125",NA,"TZ: SOL000215761","https://www.gem.wiki/Bajo_Martín_solar_project"
"2023/01/11","Spain","Baldio 2 solar farm","--",NA,NA,19,"MWp/dc","PV","operating",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"40.2981","-2.0182","approximate",NA,NA,"Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000824376","G100000827495","WKSL: WKSL: 84349","PRETOR: RE-113554","https://www.gem.wiki/Baldio_2_solar_farm"
"2024/02/27","Spain","Barbastro Somontano De Barbastro solar project","--",NA,NA,12.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.0022","0.1156","exact","Barbastro","Somontano de Barbastro",NA,"Aragon","Southern Europe","Europe","L100001010436","G100001011806",NA,"TZ: SOL000218044","https://www.gem.wiki/Barbastro_Somontano_De_Barbastro_solar_project"
"2024/05/06","Spain","Bardenas solar project","--",NA,NA,10.1,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"42.2710","-1.6660","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009222","G100001010592",NA,"WKSL: 60135","https://www.gem.wiki/Bardenas_solar_project"
"2024/02/27","Spain","Bay Of Cádiz solar project I","--",NA,NA,2.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.6245","-6.2934","exact",NA,"Bay of Cádiz",NA,"Andalusia","Southern Europe","Europe","L100001009326","G100001010696",NA,"TZ: SOL000202919,TZ: SOL000202918","https://www.gem.wiki/Bay_Of_Cádiz_solar_project_I"
"2024/02/27","Spain","Bay Of Cádiz solar project II","--",NA,NA,15.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.5186","-6.1250","exact",NA,"Bay of Cádiz",NA,"Andalusia","Southern Europe","Europe","L100001010111","G100001011481",NA,"TZ: SOL000202845","https://www.gem.wiki/Bay_Of_Cádiz_solar_project_II"
"2024/02/27","Spain","Bay Of Cádiz solar project III","--",NA,NA,4.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.5180","-6.1375","exact",NA,"Bay of Cádiz",NA,"Andalusia","Southern Europe","Europe","L100001010113","G100001011483",NA,"TZ: SOL000202846","https://www.gem.wiki/Bay_Of_Cádiz_solar_project_III"
"2024/02/27","Spain","Bay Of Cádiz solar project IV","--",NA,NA,5.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.5392","-6.0870","exact",NA,"Bay of Cádiz",NA,"Andalusia","Southern Europe","Europe","L100001010117","G100001011487",NA,"TZ: SOL000202861","https://www.gem.wiki/Bay_Of_Cádiz_solar_project_IV"
"2024/02/27","Spain","Bay Of Cádiz solar project V","--",NA,NA,2.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"36.5463","-6.0987","exact",NA,"Bay of Cádiz",NA,"Andalusia","Southern Europe","Europe","L100001010119","G100001011489",NA,"TZ: SOL000202877","https://www.gem.wiki/Bay_Of_Cádiz_solar_project_V"
