"","X","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"68","69","GUE03","PTEALC","10/3/19","09:02:00","10-3-19 9:02","41,513367","0,7198","0,4","5","4,31","","0","pica","2019","03","10","2019-03-10","09:02:00","2019-03-10 09:02:00","0.7198","41.513367","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",69,810427.774705261,4602432.15805059,810427.774705261,4602432.15805059,0.417859558310248,"NO"
"69","70","GUE03","PTEALC","10/3/19","10:02:00","10-3-19 10:02","41,513383","0,7195","0,6","2","4,32","","0","pica","2019","03","10","2019-03-10","10:02:00","2019-03-10 10:02:00","0.7195","41.513383","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",70,810402.658000062,4602432.85584844,810402.658000062,4602432.85584844,0.0069776163610107,"NO"
"70","71","GUE03","PTEALC","10/3/19","11:03:00","10-3-19 11:03","41,513","0,7203","53","2","4,31","","0","pica","2019","03","10","2019-03-10","11:03:00","2019-03-10 11:03:00","0.7203","41.513","PTS_GUE03","53","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",71,810471.264693176,4602393.20187714,810471.264693176,4602393.20187714,0.0216449423292692,"NO"
"71","72","GUE03","PTEALC","10/3/19","12:05:00","10-3-19 12:05","41,513567","0,720217","12","2","4,33","","0","pica","2019","03","10","2019-03-10","12:05:00","2019-03-10 12:05:00","0.720217","41.513567","PTS_GUE03","12","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",72,810461.623359197,4602455.867587,810461.623359197,4602455.867587,0.0170392497002753,"NO"
"72","73","GUE03","PTEALC","10/3/19","13:06:00","10-3-19 13:06","41,513767","0,7201","3,1","4","4,3","","0","pica","2019","03","10","2019-03-10","13:06:00","2019-03-10 13:06:00","0.7201","41.513767","PTS_GUE03","3,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",73,810450.900604117,4602477.65635091,810450.900604117,4602477.65635091,0.00663324499783429,"NO"
"73","74","GUE03","PTEALC","10/3/19","14:06:00","10-3-19 14:06","41,513483","0,719317","0","4","4,31","","0","pica","2019","03","10","2019-03-10","14:06:00","2019-03-10 14:06:00","0.719317","41.513483","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",74,810386.905053964,4602443.30252758,810386.905053964,4602443.30252758,0.0201703507878572,"NO"
"74","75","GUE03","PTEALC","10/3/19","15:06:00","10-3-19 15:06","41,513617","0,720517","0,5","4","4,32","","0","pica","2019","03","10","2019-03-10","15:06:00","2019-03-10 15:06:00","0.720517","41.513617","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",75,810486.424123818,4602462.49917372,810486.424123818,4602462.49917372,0.0281459652845241,"NO"
"75","76","GUE03","PTEALC","10/3/19","16:07:00","10-3-19 16:07","41,513833","0,719967","0,3","5","4,31","","0","pica","2019","03","10","2019-03-10","16:07:00","2019-03-10 16:07:00","0.719967","41.513833","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",76,810439.483698583,4602484.50713139,810439.483698583,4602484.50713139,0.0141610353556696,"NO"
"76","77","GUE03","PTEALC","10/3/19","17:07:00","10-3-19 17:07","41,513783","0,719483","0,2","15","4,29","","0","pica","2019","03","10","2019-03-10","17:07:00","2019-03-10 17:07:00","0.719483","41.513783","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",77,810399.325126618,4602477.21394701,810399.325126618,4602477.21394701,0.0113344781741325,"NO"
"77","78","GUE03","PTEALC","10/3/19","18:08:00","10-3-19 18:08","41,5138","0,719317","0,4","5","4,29","","0","pica","2019","03","10","2019-03-10","18:08:00","2019-03-10 18:08:00","0.719317","41.5138","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",78,810385.388328927,4602478.50477285,810385.388328927,4602478.50477285,0.00382312159672273,"NO"
"78","79","GUE03","PTEALC","10/3/19","19:08:00","10-3-19 19:08","41,513633","0,7198","0,3","5","4,29","","0","pica","2019","03","10","2019-03-10","19:08:00","2019-03-10 19:08:00","0.7198","41.513633","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",79,810426.501833663,4602461.69684469,810426.501833663,4602461.69684469,0.0123344943219066,"NO"
"79","80","GUE03","PTEALC","11/3/19","05:01:00","11-3-19 5:01","41,515683","0,722267","0,2","5","4,26","","0","pica","2019","03","11","2019-03-11","05:01:00","2019-03-11 05:01:00","0.722267","41.515683","PTS_GUE03","0,2","0","0","35580","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",80,810622.598030963,4602698.2216144,810622.598030963,4602698.2216144,0.00863500359762429,"NO"
"80","81","GUE03","PTEALC","11/3/19","06:01:00","11-3-19 6:01","41,5139","0,719633","0,1","7","4,26","","0","pica","2019","03","11","2019-03-11","06:01:00","2019-03-11 06:01:00","0.719633","41.5139","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",81,810411.285269194,4602490.74604801,810411.285269194,4602490.74604801,0.0822384051509439,"NO"
"81","82","GUE03","PTEALC","11/3/19","07:01:00","11-3-19 7:01","41,5138","0,720033","0,3","5","4,26","","0","pica","2019","03","11","2019-03-11","07:01:00","2019-03-11 07:01:00","0.720033","41.5138","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",82,810445.150415241,4602481.07994056,810445.150415241,4602481.07994056,0.00977995947763353,"NO"
"82","83","GUE03","PTEALC","11/3/19","08:01:00","11-3-19 8:01","41,513717","0,71975","0,3","5","4,28","","0","pica","2019","03","11","2019-03-11","08:01:00","2019-03-11 08:01:00","0.71975","41.513717","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",83,810421.926537353,4602470.84505016,810421.926537353,4602470.84505016,0.00704780742807945,"NO"
"83","84","GUE03","PTEALC","11/3/19","09:01:00","11-3-19 9:01","41,515033","0,701367","0,7","3","4,3","","0","pica","2019","03","11","2019-03-11","09:01:00","2019-03-11 09:01:00","0.701367","41.515033","PTS_GUE03","0,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",84,808881.293801691,4602551.0302445,808881.293801691,4602551.0302445,0.428413779717526,"NO"
"84","85","GUE03","PTEALC","11/3/19","10:02:00","11-3-19 10:02","41,513617","0,7198","0,1","5","4,31","","0","pica","2019","03","11","2019-03-11","10:02:00","2019-03-11 10:02:00","0.7198","41.513617","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",85,810426.578397558,4602459.9200751,810426.578397558,4602459.9200751,0.422826604486519,"NO"
"85","86","GUE03","PTEALC","11/3/19","11:03:00","11-3-19 11:03","41,51375","0,719717","3,4","2","4,32","","0","pica","2019","03","11","2019-03-11","11:03:00","2019-03-11 11:03:00","0.719717","41.51375","PTS_GUE03","3,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",86,810419.014226125,4602474.39094772,810419.014226125,4602474.39094772,0.00446014470565889,"NO"
"86","87","GUE03","PTEALC","11/3/19","12:05:00","11-3-19 12:05","41,513683","0,720033","0,9","3","4,32","","0","pica","2019","03","11","2019-03-11","12:05:00","2019-03-11 12:05:00","0.720033","41.513683","PTS_GUE03","0,9","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",87,810445.710325201,4602468.08731234,810445.710325201,4602468.08731234,0.00737173612641213,"NO"
"87","88","GUE03","PTEALC","11/3/19","13:06:00","11-3-19 13:06","41,513817","0,719933","0,1","4","4,32","","0","pica","2019","03","11","2019-03-11","13:06:00","2019-03-11 13:06:00","0.719933","41.513817","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",88,810436.722402435,4602482.60806814,810436.722402435,4602482.60806814,0.00466466189887799,"NO"
"88","89","GUE03","PTEALC","11/3/19","14:07:00","11-3-19 14:07","41,513833","0,719883","0,3","3","4,32","","0","pica","2019","03","11","2019-03-11","14:07:00","2019-03-11 14:07:00","0.719883","41.513833","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",89,810432.472507436,4602484.20499633,810432.472507436,4602484.20499633,0.00124010396302573,"NO"
"89","90","GUE03","PTEALC","11/3/19","15:08:00","11-3-19 15:08","41,513917","0,719867","0,9","3","4,32","","0","pica","2019","03","11","2019-03-11","15:08:00","2019-03-11 15:08:00","0.719867","41.513917","PTS_GUE03","0,9","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",90,810430.735072761,4602493.47548825,810430.735072761,4602493.47548825,0.00257631739716052,"NO"
"90","91","GUE03","PTEALC","11/3/19","16:09:00","11-3-19 16:09","41,513733","0,719717","0,1","5","4,3","","0","pica","2019","03","11","2019-03-11","16:09:00","2019-03-11 16:09:00","0.719717","41.513733","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",91,810419.09557363,4602472.50313002,810419.09557363,4602472.50313002,0.00655170233238596,"NO"
"91","92","GUE03","PTEALC","11/3/19","17:09:00","11-3-19 17:09","41,53125","0,665933","0,3","4","4,3","","0","pica","2019","03","11","2019-03-11","17:09:00","2019-03-11 17:09:00","0.665933","41.53125","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",92,805847.319985108,4604225.68142155,805847.319985108,4604225.68142155,1.35973434868087,"NO"
"92","93","GUE03","PTEALC","11/3/19","18:09:00","11-3-19 18:09","41,531433","0,66545","0,4","5","4,29","","0","pica","2019","03","11","2019-03-11","18:09:00","2019-03-11 18:09:00","0.66545","41.531433","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",93,805806.153627776,4604244.29111767,805806.153627776,4604244.29111767,0.0125457691547517,"NO"
"93","94","GUE03","PTEALC","11/3/19","19:10:00","11-3-19 19:10","41,530833","0,665783","0,2","4","4,29","","0","pica","2019","03","11","2019-03-11","19:10:00","2019-03-11 19:10:00","0.665783","41.530833","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",94,805836.770519246,4604178.84292415,805836.770519246,4604178.84292415,0.0197365526821507,"NO"
"94","95","GUE03","PTEALC","12/3/19","05:01:00","12-3-19 5:01","41,530967","0,665717","0","30","4,21","","0","pica","2019","03","12","2019-03-12","05:01:00","2019-03-12 05:01:00","0.665717","41.530967","PTS_GUE03","0","0","0","35460","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",95,805830.631129712,4604193.48934578,805830.631129712,4604193.48934578,0.000447847315143633,"NO"
"95","96","GUE03","PTEALC","12/3/19","06:01:00","12-3-19 6:01","41,530917","0,665717","0,8","3","4,24","","0","pica","2019","03","12","2019-03-12","06:01:00","2019-03-12 06:01:00","0.665717","41.530917","PTS_GUE03","0,8","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",96,805830.866982725,4604187.93697196,805830.866982725,4604187.93697196,0.00154328820686244,"NO"
"96","97","GUE03","PTEALC","12/3/19","07:01:00","12-3-19 7:01","41,515033","0,701567","0,5","5","4,26","","0","pica","2019","03","12","2019-03-12","07:01:00","2019-03-12 07:01:00","0.701567","41.515033","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",97,808897.986761837,4602551.74603604,808897.986761837,4602551.74603604,0.965358061798056,"NO"
"97","98","GUE03","PTEALC","12/3/19","08:01:00","12-3-19 8:01","41,515","0,70105","0,3","4","4,3","","0","pica","2019","03","12","2019-03-12","08:01:00","2019-03-12 08:01:00","0.70105","41.515","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",98,808854.992579544,4602546.23121605,808854.992579544,4602546.23121605,0.0120373311587589,"NO"
"98","99","GUE03","PTEALC","12/3/19","09:02:00","12-3-19 9:02","41,51385","0,7199","0","4","4,31","","0","pica","2019","03","12","2019-03-12","09:02:00","2019-03-12 09:02:00","0.7199","41.51385","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",99,810433.81008729,4602486.15395992,810433.81008729,4602486.15395992,0.431565180527503,"NO"
"99","100","GUE03","PTEALC","12/3/19","10:04:00","12-3-19 10:04","41,513767","0,720533","0,2","3","4,32","","0","pica","2019","03","12","2019-03-12","10:04:00","2019-03-12 10:04:00","0.720533","41.513767","PTS_GUE03","0,2","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",100,810487.041663987,4602479.21394924,810487.041663987,4602479.21394924,0.01442678547568,"NO"
"100","101","GUE03","PTEALC","12/3/19","11:06:00","12-3-19 11:06","41,513817","0,719767","2,7","2","4,31","","0","pica","2019","03","12","2019-03-12","11:06:00","2019-03-12 11:06:00","0.719767","41.513817","PTS_GUE03","2,7","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",101,810422.866949978,4602482.01100383,810422.866949978,4602482.01100383,0.0172630045399742,"NO"
"101","102","GUE03","PTEALC","12/3/19","12:07:00","12-3-19 12:07","41,51385","0,720067","0,3","3","4,32","","0","pica","2019","03","12","2019-03-12","12:07:00","2019-03-12 12:07:00","0.720067","41.51385","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",102,810447.748999471,4602486.75464272,810447.748999471,4602486.75464272,0.00691892636899196,"NO"
"102","103","GUE03","PTEALC","12/3/19","13:09:00","12-3-19 13:09","41,51395","0,71995","0,2","4","4,32","","0","pica","2019","03","12","2019-03-12","13:09:00","2019-03-12 13:09:00","0.71995","41.51395","PTS_GUE03","0,2","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",103,810437.504867945,4602497.43861272,810437.504867945,4602497.43861272,0.003977874326613,"NO"
"103","104","GUE03","PTEALC","12/3/19","14:09:00","12-3-19 14:09","41,515517","0,713567","0,4","4","4,32","","0","pica","2019","03","12","2019-03-12","14:09:00","2019-03-12 14:09:00","0.713567","41.515517","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",104,809897.25296919,4602648.51178387,809897.25296919,4602648.51178387,0.155783676800925,"NO"
"104","105","GUE03","PTEALC","12/3/19","15:10:00","12-3-19 15:10","41,515367","0,713383","0,3","3","4,32","","0","pica","2019","03","12","2019-03-12","15:10:00","2019-03-12 15:10:00","0.713383","41.515367","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",105,809882.612105427,4602631.19390755,809882.612105427,4602631.19390755,0.0061943140411279,"NO"
"105","106","GUE03","PTEALC","12/3/19","16:11:00","12-3-19 16:11","41,515367","0,7132","0,3","5","4,32","","0","pica","2019","03","12","2019-03-12","16:11:00","2019-03-12 16:11:00","0.7132","41.515367","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",106,809867.338100996,4602630.53685813,809867.338100996,4602630.53685813,0.00417594378849035,"NO"
"106","107","GUE03","PTEALC","12/3/19","17:11:00","12-3-19 17:11","41,51385","0,719833","0,1","4","4,3","","0","pica","2019","03","12","2019-03-12","17:11:00","2019-03-12 17:11:00","0.719833","41.51385","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",107,810428.217829199,4602485.91297502,810428.217829199,4602485.91297502,0.160851281054283,"NO"
"107","108","GUE03","PTEALC","12/3/19","18:11:00","12-3-19 18:11","41,51375","0,720333","0","5","4,28","","0","pica","2019","03","12","2019-03-12","18:11:00","2019-03-12 18:11:00","0.720333","41.51375","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",108,810470.429694574,4602476.60666382,810470.429694574,4602476.60666382,0.0120037655217074,"NO"
"108","109","GUE03","PTEALC","12/3/19","19:12:00","12-3-19 19:12","41,513583","0,720467","0,8","5","4,28","","0","pica","2019","03","12","2019-03-12","19:12:00","2019-03-12 19:12:00","0.720467","41.513583","PTS_GUE03","0,8","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",109,810482.413508955,4602458.54366837,810482.413508955,4602458.54366837,0.0059210048988026,"NO"
"109","110","GUE03","PTEALC","13/3/19","05:00:00","13-3-19 5:00","41,513767","0,720383","0,7","5","4,25","","0","pica","2019","03","13","2019-03-13","05:00:00","2019-03-13 05:00:00","0.720383","41.513767","PTS_GUE03","0,7","0","0","35280","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",110,810474.521666097,4602478.67434493,810474.521666097,4602478.67434493,0.000612860573338228,"NO"
"110","111","GUE03","PTEALC","13/3/19","06:01:00","13-3-19 6:01","41,5137","0,7203","0,5","6","4,24","","0","pica","2019","03","13","2019-03-13","06:01:00","2019-03-13 06:01:00","0.7203","41.5137","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",111,810467.914589281,4602470.93555,810467.914589281,4602470.93555,0.0027794534693742,"NO"
"111","112","GUE03","PTEALC","13/3/19","07:01:00","13-3-19 7:01","41,513783","0,71935","0,3","6","4,25","","0","pica","2019","03","13","2019-03-13","07:01:00","2019-03-13 07:01:00","0.71935","41.513783","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",112,810388.224066163,4602476.7356322,810388.224066163,4602476.7356322,0.0221886467129853,"NO"
"112","113","GUE03","PTEALC","13/3/19","08:01:00","13-3-19 8:01","41,51525","0,701083","0,4","6","4,26","","0","pica","2019","03","13","2019-03-13","08:01:00","2019-03-13 08:01:00","0.701083","41.51525","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",113,808856.556612474,4602574.11126653,808856.556612474,4602574.11126653,0.426203736845142,"NO"
"113","114","GUE03","PTEALC","13/3/19","09:02:00","13-3-19 9:02","41,513467","0,719983","0","7","4,3","","0","pica","2019","03","13","2019-03-13","09:02:00","2019-03-13 09:02:00","0.719983","41.513467","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",114,810442.570649985,4602443.92107615,810442.570649985,4602443.92107615,0.434675905166429,"NO"
"114","115","GUE03","PTEALC","13/3/19","10:02:00","13-3-19 10:02","41,513417","0,719517","0,3","4","4,3","","0","pica","2019","03","13","2019-03-13","10:02:00","2019-03-13 10:02:00","0.719517","41.513417","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",115,810403.914256265,4602436.69262299,810403.914256265,4602436.69262299,0.0109209719541957,"NO"
"115","116","GUE03","PTEALC","13/3/19","11:04:00","13-3-19 11:04","41,513583","0,719567","0,1","3","4,32","","0","pica","2019","03","13","2019-03-13","11:04:00","2019-03-13 11:04:00","0.719567","41.513583","PTS_GUE03","0,1","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",116,810407.293312438,4602455.30643009,810407.293312438,4602455.30643009,0.00508412506600944,"NO"
