"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"2415","2416","2022-04-15T07:58:04.623Z","521.81","147.6","2","0","0","3","1","0.9","druid","2022-04-15","01:57:37","2022-04-15 01:57:37","0.95","-5.1692004","38.640624","8","6.8","470.91","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2416,311208.630472426,4279129.66451592,311208.630472426,4279129.66451592,0.0078993010673562,"NO"
"2416","2417","2022-04-15T07:58:04.624Z","473.8","142.2","2","0","0","5","1","0.89","druid","2022-04-15","02:27:40","2022-04-15 02:27:40","0.98","-5.1694188","38.6408192","8","1.3","422.89","d3a5779692a6","1803","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2417,311190.132958337,4279151.77783792,311190.132958337,4279151.77783792,0.0159810389494484,"NO"
"2417","2418","2022-04-15T07:58:04.625Z","509.78","320.4","2","0","0","4","1","0.76","druid","2022-04-15","02:57:36","2022-04-15 02:57:36","0.95","-5.1691996","38.6405792","8","2.1","458.88","d3a5779692a6","1796","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2418,311208.582507351,4279124.69087911,311208.582507351,4279124.69087911,0.0182377852300945,"NO"
"2418","2419","2022-04-15T07:58:04.626Z","494.38","180.9","2","0","0","4","1","0.74","druid","2022-04-15","03:27:38","2022-04-15 03:27:38","0.95","-5.16917","38.6404544","8","2.1","443.47","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2419,311210.831359452,4279110.77939808,311210.831359452,4279110.77939808,0.00781590527570432,"NO"
"2419","2420","2022-04-15T07:58:04.627Z","458.75","173","2","0","0","4","1","0.8","druid","2022-04-15","03:57:37","2022-04-15 03:57:37","1.08","-5.1690456","38.6402688","7","0.4","407.84","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2420,311221.172245828,4279089.92506003,311221.172245828,4279089.92506003,0.012931888836184,"NO"
"2420","2421","2022-04-15T07:58:04.628Z","562.89","115.5","2","0","0","8","1","0.94","druid","2022-04-15","04:27:41","2022-04-15 04:27:41","1.3","-5.1692708","38.6397984","6","0.4","511.99","d3a5779692a6","1804","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2421,311200.33549197,4279038.18278805,311200.33549197,4279038.18278805,0.0309031693617791,"NO"
"2421","2422","2022-04-15T07:58:04.629Z","630.02","206.4","2","0","0","4","1","0.94","druid","2022-04-15","04:57:36","2022-04-15 04:57:36","1.2","-5.16922","38.6396992","6","4.3","579.11","d3a5779692a6","1795","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2422,311204.496879134,4279027.068798,311204.496879134,4279027.068798,0.00660774790997058,"NO"
"2422","2423","2022-04-15T07:58:04.629Z","575.85","29.4","2","0","0","4","1","0.8","druid","2022-04-15","05:27:36","2022-04-15 05:27:36","0.88","-5.1689268","38.6400384","8","0.5","524.94","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2423,311230.90816897,4279064.11027619,311230.90816897,4279064.11027619,0.0252599428322918,"NO"
"2423","2424","2022-04-15T07:58:04.63Z","614.96","130.3","2","0","0","3","1","0.86","druid","2022-04-15","05:57:36","2022-04-15 05:57:36","0.84","-5.1689052","38.6402048","8","0.1","564.06","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2424,311233.225021208,4279082.53320218,311233.225021208,4279082.53320218,0.0103098485430972,"NO"
"2424","2425","2022-04-15T07:58:04.631Z","596.66","311.6","2","0","0","4","1","0.85","druid","2022-04-15","06:27:36","2022-04-15 06:27:36","0.93","-5.1618344","38.640512","8","2.3","545.75","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2425,311849.488104128,4279102.09567378,311849.488104128,4279102.09567378,0.342350637076588,"NO"
"2425","2426","2022-04-15T07:58:04.632Z","576.26","155.8","2","0","0","4","1","0.86","druid","2022-04-15","06:57:35","2022-04-15 06:57:35","0.97","-5.161614","38.640448","8","2.1","525.36","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2426,311868.504748571,4279094.54065965,311868.504748571,4279094.54065965,0.0113680161615178,"NO"
"2426","2427","2022-04-15T07:58:04.633Z","509.66","342.8","2","0","0","5","1","0.79","druid","2022-04-15","07:27:37","2022-04-15 07:27:37","0.86","-5.1618476","38.6408544","9","0.4","458.75","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2427,311849.234890916,4279140.12292426,311849.234890916,4279140.12292426,0.0274476328366582,"NO"
"2427","2428","2022-04-15T07:58:05.983Z","580.44","305.3","2","0","0","4","1","0.89","druid","2022-04-15","07:57:34","2022-04-15 07:57:34","1.59","-5.1453036","38.6575008","6","20.5","529.52","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2428,313332.471408729,4280953.75400651,313332.471408729,4280953.75400651,1.30306700893841,"NO"
"2428","2429","2022-04-15T15:58:08.661Z","501.79","0","2","0","0","4","1","0.74","druid","2022-04-15","08:27:41","2022-04-15 08:27:41","0.86","-5.164422","38.662416","9","0.1","450.86","d3a5779692a6","1807","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2429,311681.642442178,4281538.35798944,311681.642442178,4281538.35798944,0.968630917068815,"NO"
"2429","2430","2022-04-15T15:58:08.662Z","398.73","0","2","0","0","5","1","0.81","druid","2022-04-15","08:57:42","2022-04-15 08:57:42","0.95","-5.1658184","38.6622976","8","0.1","347.8","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2430,311559.823561554,4281528.08759583,311559.823561554,4281528.08759583,0.0678418734016622,"NO"
"2430","2431","2022-04-15T15:58:08.663Z","419.6","0","2","0","0","6","1","0.88","druid","2022-04-15","09:27:41","2022-04-15 09:27:41","1.1","-5.1651648","38.6625504","8","0.1","368.68","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2431,311617.359652396,4281554.80038026,311617.359652396,4281554.80038026,0.0352415588389946,"NO"
"2431","2432","2022-04-15T15:58:08.664Z","433.05","202","2","0","0","4","1","0.9","druid","2022-04-15","09:57:39","2022-04-15 09:57:39","1.06","-5.1651064","38.6623456","8","0.8","382.13","d3a5779692a6","1798","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2432,311621.90451149,4281531.95119908,311621.90451149,4281531.95119908,0.0129498602494006,"NO"
"2432","2433","2022-04-15T15:58:08.665Z","431.29","40.8","2","0","0","4","1","0.79","druid","2022-04-15","10:27:40","2022-04-15 10:27:40","0.84","-5.165218","38.6625344","10","0.4","380.37","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2433,311612.688494766,4281553.13400601,311612.688494766,4281553.13400601,0.0128195255995421,"NO"
"2433","2434","2022-04-15T15:58:08.666Z","447.23","150","2","0","0","4","1","0.82","druid","2022-04-15","10:57:39","2022-04-15 10:57:39","1.32","-5.1654172","38.662624","8","0.4","396.31","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2434,311595.589938596,4281563.48744864,311595.589938596,4281563.48744864,0.0111049204611841,"NO"
"2434","2435","2022-04-15T15:58:08.667Z","480.56","287.2","2","0","0","4","1","0.84","druid","2022-04-15","11:27:39","2022-04-15 11:27:39","1.04","-5.16549","38.6626752","8","0.4","429.64","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2435,311589.389462766,4281569.31938094,311589.389462766,4281569.31938094,0.00472636725784197,"NO"
"2435","2436","2022-04-15T15:58:08.668Z","510.63","58.4","2","0","0","4","1","0.86","druid","2022-04-15","11:57:40","2022-04-15 11:57:40","1.01","-5.1655088","38.6625408","8","0.3","459.7","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2436,311587.401212315,4281554.44201616,311587.401212315,4281554.44201616,0.00832943081393236,"NO"
"2436","2437","2022-04-15T15:58:08.669Z","531.44","200.8","2","0","0","4","1","0.8","druid","2022-04-15","12:27:39","2022-04-15 12:27:39","0.91","-5.1655964","38.6627584","9","0.6","480.52","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2437,311580.349188381,4281578.77181945,311580.349188381,4281578.77181945,0.0140728963055485,"NO"
"2437","2438","2022-04-15T15:58:08.669Z","512.16","334.4","2","0","0","4","1","0.75","druid","2022-04-15","12:57:39","2022-04-15 12:57:39","0.95","-5.1654204","38.6627296","9","0.2","461.23","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2438,311595.588337303,4281575.21374808,311595.588337303,4281575.21374808,0.0086890675001186,"NO"
"2438","2439","2022-04-15T15:58:08.67Z","539.47","33.1","1","0","0","4","1","0.77","druid","2022-04-15","13:27:39","2022-04-15 13:27:39","0.92","-5.1653964","38.6627264","8","0.1","488.55","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2439,311597.668310634,4281574.80927316,311597.668310634,4281574.80927316,0.00117653293837253,"NO"
"2439","2440","2022-04-15T15:58:08.671Z","649.46","112.9","2","0","0","7","1","0.77","druid","2022-04-15","13:57:41","2022-04-15 13:57:41","0.9","-5.1653452","38.6620896","9","0","598.54","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2440,311600.454078117,4281504.03056321,311600.454078117,4281504.03056321,0.0392864731115355,"NO"
"2440","2441","2022-04-15T15:58:08.672Z","576.74","42.7","2","0","0","5","1","0.85","druid","2022-04-15","14:27:38","2022-04-15 14:27:38","1.03","-5.1651096","38.662336","8","1.7","525.82","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2441,311621.600897523,4281530.89234657,311621.600897523,4281530.89234657,0.0190138425766905,"NO"
"2441","2442","2022-04-15T15:58:08.673Z","589.88","14.4","2","0","0","4","1","0.9","druid","2022-04-15","14:57:39","2022-04-15 14:57:39","1.24","-5.1647836","38.6623424","7","0.8","538.96","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2442,311649.984749561,4281530.93268711,311649.984749561,4281530.93268711,0.0157513211460066,"NO"
"2442","2443","2022-04-15T15:58:08.674Z","548.27","36","2","0","0","3","1","0.87","druid","2022-04-15","15:27:36","2022-04-15 15:27:36","1.1","-5.164668","38.6624992","8","0.7","497.35","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2443,311660.454680375,4281548.0971565,311660.454680375,4281548.0971565,0.0111822482195038,"NO"
"2443","2444","2022-04-15T15:58:10.622Z","561.13","0","2","0","0","4","1","0.85","druid","2022-04-15","15:57:37","2022-04-15 15:57:37","0.98","-5.1645444","38.6625984","8","0","510.21","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2444,311671.469743596,4281558.85262633,311671.469743596,4281558.85262633,0.00854338840293916,"NO"
"2444","2445","2022-04-15T23:58:17.454Z","560.02","0","2","0","0","4","1","0.83","druid","2022-04-15","16:27:38","2022-04-15 16:27:38","0.93","-5.1435176","38.6524864","8","0.2","509.1","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2445,313474.880508234,4280393.61187478,313474.880508234,4280393.61187478,1.19151434276074,"NO"
"2445","2446","2022-04-15T23:58:17.455Z","509","354.1","2","0","0","4","1","0.78","druid","2022-04-15","16:57:37","2022-04-15 16:57:37","0.94","-5.1431784","38.6523936","8","0.4","458.08","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2446,313504.159415214,4280382.62271866,313504.159415214,4280382.62271866,0.0173740258285258,"NO"
"2446","2447","2022-04-15T23:58:17.456Z","508.6","0","2","0","0","4","1","0.8","druid","2022-04-15","17:27:37","2022-04-15 17:27:37","0.87","-5.1604828","38.6420288","8","0.1","457.69","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2447,311971.099635222,4279267.66058687,311971.099635222,4279267.66058687,1.05254299466451,"NO"
"2447","2448","2022-04-15T23:58:17.458Z","375.21","24.7","2","0","0","4","1","0.85","druid","2022-04-15","17:57:37","2022-04-15 17:57:37","0.93","-5.160854","38.6416928","8","0.1","324.3","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2448,311937.911720616,4279231.13190409,311937.911720616,4279231.13190409,0.0274034678932737,"NO"
"2448","2449","2022-04-15T23:58:17.459Z","230.47","36.8","2","0","0","5","1","0.89","druid","2022-04-15","18:27:37","2022-04-15 18:27:37","0.96","-5.1692052","38.640368","8","4.3","179.57","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2449,311207.540678724,4279101.26302786,311207.540678724,4279101.26302786,0.411897461140789,"NO"
"2449","2450","2022-04-15T23:58:17.46Z","652.8","0","2","0","0","5","1","0.84","druid","2022-04-15","18:57:36","2022-04-15 18:57:36","0.97","-5.1692124","38.64032","8","0.2","601.9","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2450,311206.787975913,4279095.95071903,311206.787975913,4279095.95071903,0.00298076066395449,"NO"
"2450","2451","2022-04-15T23:58:17.461Z","686.94","338.5","2","0","0","4","1","0.8","druid","2022-04-15","19:27:36","2022-04-15 19:27:36","0.83","-5.1692476","38.6405024","9","0.3","636.04","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2451,311204.202889468,4279116.26628842,311204.202889468,4279116.26628842,0.0113711164056188,"NO"
"2451","2452","2022-04-15T23:58:17.462Z","530.73","0","2","0","0","29","1","0.79","druid","2022-04-15","19:58:01","2022-04-15 19:58:01","0.79","-5.1692284","38.6405568","10","0","479.83","d3a5779692a6","1825","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2452,311206.016897682,4279122.26417619,311206.016897682,4279122.26417619,0.00343165480751612,"NO"
"2452","2453","2022-04-15T23:58:17.463Z","506.02","0","2","0","0","3","1","0.8","druid","2022-04-15","20:27:34","2022-04-15 20:27:34","0.81","-5.1693348","38.6405952","10","0.1","455.11","d3a5779692a6","1773","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2453,311196.856430908,4279126.7449396,311196.856430908,4279126.7449396,0.00574837485315257,"NO"
"2453","2454","2022-04-15T23:58:17.464Z","501.61","0","2","0","0","3","1","0.73","druid","2022-04-15","20:57:34","2022-04-15 20:57:34","0.87","-5.1692876","38.6405792","10","0.2","450.71","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2454,311200.922811272,4279124.87205157,311200.922811272,4279124.87205157,0.00248581824641983,"NO"
"2454","2455","2022-04-15T23:58:17.464Z","474.99","39.7","2","0","0","3","1","0.84","druid","2022-04-15","21:27:40","2022-04-15 21:27:40","0.97","-5.1692688","38.6406816","9","0.9","424.09","d3a5779692a6","1806","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2455,311202.828006527,4279136.19789426,311202.828006527,4279136.19789426,0.00635582049817325,"NO"
"2455","2456","2022-04-15T23:58:17.465Z","469.36","21.2","2","0","0","2","1","0.82","druid","2022-04-15","21:57:39","2022-04-15 21:57:39","0.96","-5.1693868","38.6407392","9","0.6","418.45","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2456,311192.708276602,4279142.83339832,311192.708276602,4279142.83339832,0.00672288444626936,"NO"
"2456","2457","2022-04-15T23:58:17.466Z","485.74","268.2","2","0","0","3","1","0.75","druid","2022-04-15","22:27:39","2022-04-15 22:27:39","0.93","-5.1695128","38.6408576","9","0.9","434.83","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2457,311182.051851246,4279156.23308918,311182.051851246,4279156.23308918,0.0095061011670982,"NO"
"2457","2458","2022-04-15T23:58:17.467Z","456.95","0","2","0","0","3","1","0.8","druid","2022-04-15","22:57:40","2022-04-15 22:57:40","0.88","-5.169618","38.6409728","9","0","406.04","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2458,311173.197524775,4279169.23482333,311173.197524775,4279169.23482333,0.00872938890865296,"NO"
"2458","2459","2022-04-15T23:58:17.468Z","416.46","335.9","2","0","0","7","1","0.85","druid","2022-04-15","23:27:43","2022-04-15 23:27:43","0.95","-5.169916","38.6412064","8","0.2","365.55","d3a5779692a6","1803","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2459,311147.872550854,4279195.7738694,311147.872550854,4279195.7738694,0.0203345048868557,"NO"
"2459","2460","2022-04-15T23:58:18.567Z","516.4","256.7","2","0","0","17","1","0.8","druid","2022-04-15","23:57:52","2022-04-15 23:57:52","0.98","-5.1697704","38.64064","8","0","465.49","d3a5779692a6","1809","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2460,311159.0585717,4279132.61386156,311159.0585717,4279132.61386156,0.0354380750518983,"NO"
"2460","2461","2022-04-16T07:58:27.196Z","501.41","354.6","2","0","0","26","1","0.78","druid","2022-04-16","00:28:01","2022-04-16 00:28:01","0.87","-5.1694364","38.6405568","9","0","450.5","d3a5779692a6","1809","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2461,311187.912155614,4279122.69241948,311187.912155614,4279122.69241948,0.0168572971693328,"NO"
"2461","2462","2022-04-16T07:58:27.197Z","507","334","2","0","0","3","1","0.8","druid","2022-04-16","00:57:38","2022-04-16 00:57:38","0.94","-5.1693792","38.6406592","9","3.4","456.1","d3a5779692a6","1777","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2462,311193.159778932,4279133.93919696,311193.159778932,4279133.93919696,0.00698019335564601,"NO"
"2462","2463","2022-04-16T07:58:27.198Z","515.89","11.8","2","0","0","2","1","0.92","druid","2022-04-16","01:27:37","2022-04-16 01:27:37","1.18","-5.1693992","38.6406816","6","2.8","464.99","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2463,311191.477745638,4279136.46637033,311191.477745638,4279136.46637033,0.00168653355610507,"NO"
"2463","2464","2022-04-16T07:58:27.199Z","494.6","347.6","2","0","0","2","1","0.87","druid","2022-04-16","01:57:37","2022-04-16 01:57:37","1.14","-5.1694812","38.640736","7","2.6","443.7","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2464,311184.48312877,4279142.67262214,311184.48312877,4279142.67262214,0.0051921459426318,"NO"
"2464","2465","2022-04-16T07:58:27.2Z","474.39","148.5","2","0","0","2","1","0.93","druid","2022-04-16","02:27:36","2022-04-16 02:27:36","1.79","-5.1694272","38.6406592","6","1.5","423.48","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2465,311188.981767444,4279134.03802565,311188.981767444,4279134.03802565,0.00540901186913469,"NO"
"2465","2466","2022-04-16T07:58:27.201Z","498.07","3.8","2","0","0","2","1","0.8","druid","2022-04-16","02:57:37","2022-04-16 02:57:37","0.99","-5.1693096","38.6405984","8","1.1","447.16","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2466,311199.058289195,4279127.04819865,311199.058289195,4279127.04819865,0.00680550611068581,"NO"
