"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"7495","7497","2022-07-29T23:58:37.409Z","537.71","146.6","2","0","0","4","1","0.78","druid","2022-07-29","21:57:36","2022-07-29 21:57:36","0.86","-5.2065096","38.6281888","9","0.4","486.82","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7497,307927.956480753,4277827.04708643,307927.956480753,4277827.04708643,0.00956849029142531,"NO"
"7496","7498","2022-07-29T23:58:37.409Z","623.73","146.8","2","0","0","5","1","0.88","druid","2022-07-29","22:27:37","2022-07-29 22:27:37","1.14","-5.207274","38.6285312","6","0.4","572.83","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7498,307862.324069398,4277866.64836216,307862.324069398,4277866.64836216,0.0425384310298853,"NO"
"7497","7499","2022-07-29T23:58:37.41Z","439.52","310.9","2","0","0","4","1","0.82","druid","2022-07-29","22:57:35","2022-07-29 22:57:35","1.1","-5.2056168","38.6280224","6","0.1","388.63","d3a5779692a6","1798","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7499,308005.237389612,4277806.7104967,308005.237389612,4277806.7104967,0.0861442093366415,"NO"
"7498","7500","2022-07-29T23:58:37.411Z","544.15","25.8","2","0","0","29","1","0.82","druid","2022-07-29","23:28:01","2022-07-29 23:28:01","0.91","-5.2067","38.628592","9","0","493.26","d3a5779692a6","1826","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7500,307912.457153693,4277872.19387585,307912.457153693,4277872.19387585,0.0621574361189898,"NO"
"7499","7501","2022-07-29T23:58:39.219Z","514.85","236.9","2","0","0","2","1","0.83","druid","2022-07-29","23:57:33","2022-07-29 23:57:33","0.91","-5.2067736","38.6283648","9","1.5","463.95","d3a5779692a6","1772","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7501,307905.443182487,4277847.13282285,307905.443182487,4277847.13282285,0.0146779859280768,"NO"
"7500","7502","2022-07-30T23:58:09.01Z","505.38","325.8","2","0","0","2","1","0.85","druid","2022-07-30","00:27:33","2022-07-30 00:27:33","2.04","-5.2068156","38.6283392","7","3.5","454.49","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7502,307901.71842894,4277844.37963403,307901.71842894,4277844.37963403,0.002571809415269,"YES"
"7501","7503","2022-07-30T23:58:09.011Z","515.46","322.7","2","0","0","3","1","0.8","druid","2022-07-30","00:57:40","2022-07-30 00:57:40","1.01","-5.2068796","38.628448","8","0.8","464.56","d3a5779692a6","1807","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7503,307896.437246958,4277856.58854819,307896.437246958,4277856.58854819,0.00735741032321128,"NO"
"7502","7504","2022-07-30T23:58:09.012Z","525.06","281.1","2","0","0","3","1","0.77","druid","2022-07-30","01:27:39","2022-07-30 01:27:39","1.01","-5.2068876","38.6284192","7","0.3","474.17","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7504,307895.663895739,4277853.40901164,307895.663895739,4277853.40901164,0.00181790857741944,"NO"
"7503","7505","2022-07-30T23:58:09.013Z","544.17","46.4","2","0","0","4","1","1","druid","2022-07-30","01:57:41","2022-07-30 01:57:41","1.68","-5.2069192","38.6284","4","1","493.28","d3a5779692a6","1802","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7505,307892.861624414,4277851.3443327,307892.861624414,4277851.3443327,0.00193053269689903,"NO"
"7504","7506","2022-07-30T23:58:09.014Z","504.6","0","2","0","0","26","1","0.86","druid","2022-07-30","02:28:01","2022-07-30 02:28:01","0.93","-5.2068388","38.6283712","10","0.1","453.71","d3a5779692a6","1820","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7506,307899.784134695,4277847.97965634,307899.784134695,4277847.97965634,0.00422674090805658,"NO"
"7505","7507","2022-07-30T23:58:09.015Z","541.93","118.1","2","0","0","3","1","0.84","druid","2022-07-30","02:57:39","2022-07-30 02:57:39","0.91","-5.2068324","38.628528","10","0.6","491.04","d3a5779692a6","1778","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7507,307900.759934668,4277865.36828326,307900.759934668,4277865.36828326,0.00978976107580029,"NO"
"7506","7508","2022-07-30T23:58:09.016Z","519.69","0","2","0","0","3","1","0.85","druid","2022-07-30","03:27:39","2022-07-30 03:27:39","0.98","-5.2068376","38.6284704","10","0.1","468.8","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7508,307900.153453589,4277858.98659097,307900.153453589,4277858.98659097,0.00355938136395353,"NO"
"7507","7509","2022-07-30T23:58:09.016Z","536.31","334.3","2","0","0","4","1","0.79","druid","2022-07-30","03:57:39","2022-07-30 03:57:39","1.11","-5.2069388","38.6285792","9","2.3","485.42","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7509,307891.633764156,4277871.27341796,307891.633764156,4277871.27341796,0.00830184870957986,"NO"
"7508","7510","2022-07-30T23:58:09.017Z","497.13","163","2","0","0","4","1","0.83","druid","2022-07-30","04:27:39","2022-07-30 04:27:39","1.44","-5.2067844","38.628368","6","0.4","446.24","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7510,307904.511507165,4277847.51058418,307904.511507165,4277847.51058418,0.0150071745585273,"NO"
"7509","7511","2022-07-30T23:58:09.018Z","528.29","300.6","2","0","0","7","1","0.94","druid","2022-07-30","04:57:42","2022-07-30 04:57:42","1.98","-5.206768","38.6284064","4","0.3","477.4","d3a5779692a6","1803","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7511,307906.041765876,4277851.73796024,307906.041765876,4277851.73796024,0.00249213985264359,"NO"
"7510","7512","2022-07-30T23:58:09.019Z","504.66","146.3","2","0","0","10","1","0.86","druid","2022-07-30","05:27:44","2022-07-30 05:27:44","1.19","-5.2104904","38.6295712","6","0.3","453.77","d3a5779692a6","1802","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7512,307585.094879489,4277988.81243676,307585.094879489,4277988.81243676,0.193562556474243,"NO"
"7511","7513","2022-07-30T23:58:09.019Z","538.85","247.8","2","0","0","27","1","0.8","druid","2022-07-30","05:58:01","2022-07-30 05:58:01","0.98","-5.2100236","38.6290176","8","0","487.95","d3a5779692a6","1817","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7513,307624.25235835,4277926.39343177,307624.25235835,4277926.39343177,0.0405306579207293,"NO"
"7512","7514","2022-07-30T23:58:09.02Z","626.7","33.4","2","0","0","1","1","0.8","druid","2022-07-30","06:27:36","2022-07-30 06:27:36","0.97","-5.1675312","38.6424384","8","14.7","575.79","d3a5779692a6","1775","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7514,311358.680044974,4279327.5949611,311358.680044974,4279327.5949611,2.2458605724291,"NO"
"7513","7515","2022-07-30T23:58:09.021Z","522.7","164.8","2","0","0","2","1","0.87","druid","2022-07-30","06:57:35","2022-07-30 06:57:35","1.2","-5.1212416","38.6595712","6","0.4","471.78","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7515,315431.688191716,4281134.8076305,315431.688191716,4281134.8076305,2.4755229523506,"NO"
"7514","7516","2022-07-30T23:58:09.022Z","483.77","0","2","0","0","2","1","0.91","druid","2022-07-30","07:27:36","2022-07-30 07:27:36","1.3","-5.1123248","38.6685184","5","0.2","432.83","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7516,316230.49454783,4282109.8644041,316230.49454783,4282109.8644041,0.699493303122107,"NO"
"7515","7517","2022-07-30T23:58:12.892Z","469.17","84.7","2","0","0","10","1","0.99","druid","2022-07-30","07:57:43","2022-07-30 07:57:43","1.71","-5.1895672","38.6656832","4","0.4","418.24","d3a5779692a6","1807","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7517,309502.278295313,4281952.9229968,309502.278295313,4281952.9229968,3.7223707964526,"NO"
"7516","7518","2022-07-30T23:58:12.893Z","453.89","288.8","2","0","0","23","1","0.96","druid","2022-07-30","08:27:56","2022-07-30 08:27:56","2.02","-5.189694","38.6656608","4","0","402.96","d3a5779692a6","1813","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7518,309491.185806298,4281950.70054714,309491.185806298,4281950.70054714,0.00623646045988793,"YES"
"7517","7519","2022-07-30T23:58:12.894Z","457.14","163.7","2","0","0","27","1","0.87","druid","2022-07-30","08:58:01","2022-07-30 08:58:01","0.98","-5.1897612","38.6656992","8","0","406.22","d3a5779692a6","1805","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7519,309485.440420647,4281955.10196694,309485.440420647,4281955.10196694,0.0040074959791814,"NO"
"7518","7520","2022-07-30T23:58:12.895Z","460.97","332.3","2","0","0","2","1","0.84","druid","2022-07-30","09:27:34","2022-07-30 09:27:34","0.95","-5.1897232","38.6658368","7","0.9","410.04","d3a5779692a6","1773","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7520,309489.111689,4281970.29419157,309489.111689,4281970.29419157,0.00881032703884288,"NO"
"7519","7521","2022-07-30T23:58:12.896Z","457.69","0","2","0","0","2","1","0.85","druid","2022-07-30","09:57:34","2022-07-30 09:57:34","1.07","-5.1898212","38.6657856","6","0.2","406.76","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7521,309480.448794266,4281964.81559192,309480.448794266,4281964.81559192,0.0056912365567645,"NO"
"7520","7522","2022-07-30T23:58:12.896Z","456.42","0","2","0","0","17","1","0.97","druid","2022-07-30","10:27:50","2022-07-30 10:27:50","1.34","-5.1896804","38.6657376","4","0","405.5","d3a5779692a6","1816","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7522,309492.572783414,4281959.19574614,309492.572783414,4281959.19574614,0.00735451296513241,"NO"
"7521","7523","2022-07-30T23:58:12.897Z","448.41","0","2","0","0","35","1","0.89","druid","2022-07-30","10:58:07","2022-07-30 10:58:07","0.98","-5.1897284","38.665776","7","0","397.49","d3a5779692a6","1817","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7523,309488.498028679,4281963.55725478,309488.498028679,4281963.55725478,0.00328315957635703,"NO"
"7522","7524","2022-07-30T23:58:12.898Z","449.09","249.3","2","0","0","2","1","0.85","druid","2022-07-30","11:27:34","2022-07-30 11:27:34","1.02","-5.1896928","38.665792","7","0.3","398.16","d3a5779692a6","1767","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7524,309491.638066328,4281965.25897771,309491.638066328,4281965.25897771,0.002020085925875,"NO"
"7523","7525","2022-07-30T23:58:12.898Z","447.44","15.2","2","0","0","2","1","0.86","druid","2022-07-30","11:57:33","2022-07-30 11:57:33","1.16","-5.1897892","38.6658592","6","0.9","396.52","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7525,309483.428311121,4281972.91739648,309483.428311121,4281972.91739648,0.00623736893011466,"NO"
"7524","7526","2022-07-30T23:58:12.899Z","438.27","340.3","2","0","0","3","1","0.92","druid","2022-07-30","12:27:40","2022-07-30 12:27:40","2.7","-5.1897364","38.6658272","5","1.4","387.35","d3a5779692a6","1807","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7526,309487.937682514,4281969.25619634,309487.937682514,4281969.25619634,0.00321267281355697,"YES"
"7525","7527","2022-07-30T23:58:12.9Z","494.21","310.9","2","0","0","3","1","0.85","druid","2022-07-30","12:57:40","2022-07-30 12:57:40","2.02","-5.18989","38.6658976","5","1.8","443.29","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7527,309474.759357382,4281977.38867037,309474.759357382,4281977.38867037,0.0085983625815392,"YES"
"7526","7528","2022-07-30T23:58:12.9Z","442.42","186.1","2","0","0","23","1","0.77","druid","2022-07-30","13:28:01","2022-07-30 13:28:01","0.91","-5.1897088","38.6658112","8","0","391.49","d3a5779692a6","1821","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7528,309490.296783774,4281967.42310292,309490.296783774,4281967.42310292,0.0101310180239285,"NO"
"7527","7529","2022-07-30T23:58:12.901Z","442.08","83.8","2","0","0","2","1","0.82","druid","2022-07-30","13:57:39","2022-07-30 13:57:39","1.04","-5.1896692","38.6657984","6","0.5","391.16","d3a5779692a6","1778","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7529,309493.708510479,4281965.92021145,309493.708510479,4281965.92021145,0.00209560286747838,"NO"
"7528","7530","2022-07-30T23:58:12.902Z","425.69","114.4","2","0","0","3","1","0.92","druid","2022-07-30","14:27:39","2022-07-30 14:27:39","1.14","-5.1897772","38.6657184","6","1","374.76","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7530,309484.099137767,4281957.26609315,309484.099137767,4281957.26609315,0.00718039483774266,"NO"
"7529","7531","2022-07-30T23:58:12.902Z","444.55","214","2","0","0","4","1","0.93","druid","2022-07-30","14:57:40","2022-07-30 14:57:40","1.15","-5.1896972","38.6657792","6","0.1","393.63","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7531,309491.221278541,4281963.84754561,309491.221278541,4281963.84754561,0.00538148904286475,"NO"
"7530","7532","2022-07-30T23:58:12.903Z","453.12","0","2","0","0","3","1","0.94","druid","2022-07-30","15:27:39","2022-07-30 15:27:39","1.4","-5.1897572","38.6658592","5","0.1","402.2","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7532,309486.212683089,4281972.85087801,309486.212683089,4281972.85087801,0.00572373287995613,"NO"
"7531","7533","2022-07-30T23:58:15.436Z","464.68","110.4","2","0","0","5","1","0.93","druid","2022-07-30","15:57:41","2022-07-30 15:57:41","1.29","-5.1897548","38.6660544","6","1.9","413.76","d3a5779692a6","1802","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7533,309486.939054945,4281994.50970521,309486.939054945,4281994.50970521,0.0120194142788914,"NO"
"7532","7534","2022-07-30T23:58:15.437Z","421.2","309.5","2","0","0","25","1","0.8","druid","2022-07-30","16:28:01","2022-07-30 16:28:01","0.91","-5.1899136","38.6660512","9","0","370.27","d3a5779692a6","1820","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7534,309473.11316155,4281994.4846683,309473.11316155,4281994.4846683,0.0075924854827286,"NO"
"7533","7535","2022-07-30T23:58:15.438Z","457.32","51.9","2","0","0","2","1","0.79","druid","2022-07-30","16:57:37","2022-07-30 16:57:37","0.93","-5.189628","38.6658624","9","0.4","406.4","d3a5779692a6","1776","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7535,309497.463068593,4281972.93746409,309497.463068593,4281972.93746409,0.0182974743005093,"NO"
"7534","7536","2022-07-30T23:58:15.438Z","480.92","285.9","2","0","0","2","1","0.99","druid","2022-07-30","17:27:37","2022-07-30 17:27:37","1.28","-5.1896872","38.665824","6","0.6","429.99","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7536,309492.210172244,4281968.79878257,309492.210172244,4281968.79878257,0.00371317122930783,"NO"
"7535","7537","2022-07-30T23:58:15.439Z","441.19","290.9","2","0","0","6","1","0.92","druid","2022-07-30","17:57:42","2022-07-30 17:57:42","1.12","-5.188498","38.6655552","8","0.1","390.27","d3a5779692a6","1805","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7537,309594.972166127,4281936.49542641,309594.972166127,4281936.49542641,0.0596454607037445,"NO"
"7536","7538","2022-07-30T23:58:15.44Z","485.95","127.5","2","0","0","8","1","0.98","druid","2022-07-30","18:27:42","2022-07-30 18:27:42","1.6","-5.1255768","38.6610336","6","13.7","435.03","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7538,315058.209084801,4281305.8447366,315058.209084801,4281305.8447366,3.05359031285684,"NO"
"7537","7539","2022-07-30T23:58:15.441Z","543.92","65.3","1","0","0","11","1","0.89","druid","2022-07-30","18:57:45","2022-07-30 18:57:45","1.45","-5.116268","38.6563872","7","23","493","d3a5779692a6","1803","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7539,315856.325831533,4280771.44059276,315856.325831533,4280771.44059276,0.532433097450639,"NO"
"7538","7540","2022-07-30T23:58:15.441Z","434.59","311.7","2","0","0","4","1","0.91","druid","2022-07-30","19:27:37","2022-07-30 19:27:37","1.78","-5.2027224","38.6306368","6","7.3","383.7","d3a5779692a6","1792","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7540,308264.184281589,4278090.80818487,308264.184281589,4278090.80818487,4.49051006560042,"NO"
"7539","7541","2022-07-30T23:58:15.442Z","473.06","312.9","2","0","0","7","1","0.88","druid","2022-07-30","19:57:42","2022-07-30 19:57:42","1.19","-5.2065768","38.62736","6","0.1","422.17","d3a5779692a6","1805","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7541,307919.893730108,4277735.20565619,307919.893730108,4277735.20565619,0.274066322657829,"NO"
"7540","7542","2022-07-30T23:58:15.443Z","487.78","127.1","2","0","0","3","1","0.77","druid","2022-07-30","20:27:36","2022-07-30 20:27:36","1.03","-5.2065328","38.6273088","8","1.7","436.88","d3a5779692a6","1794","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7542,307923.58762931,4277729.43122499,307923.58762931,4277729.43122499,0.00381885706490636,"NO"
"7541","7543","2022-07-30T23:58:15.444Z","521.33","0","2","0","0","28","1","0.9","druid","2022-07-30","20:58:01","2022-07-30 20:58:01","1.02","-5.206828","38.627488","7","0.1","470.44","d3a5779692a6","1825","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7543,307898.366368218,4277749.93744537,307898.366368218,4277749.93744537,0.0178015591328288,"NO"
"7542","7544","2022-07-30T23:58:15.444Z","519.09","127.6","2","0","0","3","1","0.84","druid","2022-07-30","21:27:36","2022-07-30 21:27:36","0.87","-5.2068208","38.6274976","8","0.1","468.19","d3a5779692a6","1775","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7544,307899.018818251,4277750.98779687,307899.018818251,4277750.98779687,0.00069622681364373,"NO"
"7543","7545","2022-07-30T23:58:15.445Z","514.81","74.5","2","0","0","3","1","0.79","druid","2022-07-30","21:57:36","2022-07-30 21:57:36","0.85","-5.2068264","38.627456","8","0.1","463.92","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7545,307898.420228252,4277746.38266025,307898.420228252,4277746.38266025,0.00257849914978369,"NO"
"7544","7546","2022-07-30T23:58:15.446Z","533.82","0","2","0","0","10","1","0.89","druid","2022-07-30","22:27:43","2022-07-30 22:27:43","1.26","-5.2066916","38.6274272","5","0","482.93","d3a5779692a6","1807","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7546,307910.078813164,4277742.90406969,307910.078813164,4277742.90406969,0.00672924685325139,"NO"
"7545","7547","2022-07-30T23:58:15.447Z","518.33","29.7","2","0","0","13","1","0.83","druid","2022-07-30","22:57:46","2022-07-30 22:57:46","1.26","-5.2067236","38.627472","5","0","467.44","d3a5779692a6","1803","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7547,307907.412544795,4277747.94309079,307907.412544795,4277747.94309079,0.00316016648126393,"NO"
"7546","7548","2022-07-30T23:58:17.299Z","514.32","356","2","0","0","29","1","0.83","druid","2022-07-30","23:28:00","2022-07-30 23:28:00","0.91","-5.2068044","38.6274688","9","0","463.43","d3a5779692a6","1814","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7548,307900.369685693,4277747.75716011,307900.369685693,4277747.75716011,0.00388171512357388,"NO"
"7547","7549","2022-07-30T23:58:17.3Z","513.67","0","2","0","0","2","1","0.82","druid","2022-07-30","23:57:34","2022-07-30 23:57:34","0.9","-5.2068296","38.6274752","9","0.1","462.77","d3a5779692a6","1774","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7549,307898.19290148,4277748.5202225,307898.19290148,4277748.5202225,0.00129952350891984,"NO"
"7548","7550","2022-07-31T23:58:07.211Z","504.37","332.1","2","0","0","2","1","0.83","druid","2022-07-31","00:27:34","2022-07-31 00:27:34","0.9","-5.2068076","38.627472","7","1","453.47","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7550,307900.099642171,4277748.11900515,307900.099642171,4277748.11900515,0.00108189654745751,"NO"
"7549","7551","2022-07-31T23:58:07.212Z","509.79","272.1","2","0","0","2","1","0.8","druid","2022-07-31","00:57:34","2022-07-31 00:57:34","1.12","-5.206814","38.627488","7","0.7","458.89","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7551,307899.585185061,4277749.90812557,307899.585185061,4277749.90812557,0.00103365742847876,"NO"
"7550","7552","2022-07-31T23:58:07.213Z","516.98","299.1","2","0","0","2","1","0.76","druid","2022-07-31","01:27:34","2022-07-31 01:27:34","0.98","-5.2068292","38.6275456","7","2.1","466.09","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7552,307898.415678525,4277756.33254024,307898.415678525,4277756.33254024,0.003625761315617,"NO"
"7551","7553","2022-07-31T23:58:07.214Z","515.92","235.2","2","0","0","24","1","0.8","druid","2022-07-31","01:58:01","2022-07-31 01:58:01","0.95","-5.206796","38.6275296","9","0.3","465.02","d3a5779692a6","1827","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7553,307901.263297157,4277754.48729351,307901.263297157,4277754.48729351,0.00185624125054667,"NO"
"7552","7554","2022-07-31T23:58:07.215Z","476.9","216.2","2","0","0","2","1","0.87","druid","2022-07-31","02:27:39","2022-07-31 02:27:39","1.12","-5.2069412","38.6272896","8","0.3","426.01","d3a5779692a6","1778","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7554,307887.981650162,4277728.15563114,307887.981650162,4277728.15563114,0.0165776671411596,"NO"
"7553","7555","2022-07-31T23:58:07.216Z","506.3","0","2","0","0","2","1","0.92","druid","2022-07-31","02:57:38","2022-07-31 02:57:38","1.37","-5.2068492","38.6275328","8","0.1","455.41","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7555,307896.640339266,4277754.95385231,307896.640339266,4277754.95385231,0.0156457460278644,"NO"
"7554","7556","2022-07-31T23:58:07.217Z","491.29","284.3","2","0","0","3","1","0.9","druid","2022-07-31","03:27:40","2022-07-31 03:27:40","1.81","-5.2067588","38.6273344","7","0.2","440.39","d3a5779692a6","1802","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7556,307903.980738922,4277732.7456394,307903.980738922,4277732.7456394,0.0129727529772956,"NO"
"7555","7557","2022-07-31T23:58:07.218Z","507.83","322.7","2","0","0","3","1","0.83","druid","2022-07-31","03:57:39","2022-07-31 03:57:39","1.57","-5.2067564","38.627392","7","4.6","456.94","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7557,307904.34345412,4277739.13319482,307904.34345412,4277739.13319482,0.00355435859189289,"NO"
"7556","7558","2022-07-31T23:58:07.218Z","513.35","0","2","0","0","24","1","0.83","druid","2022-07-31","04:28:01","2022-07-31 04:28:01","1.47","-5.2068676","38.6274752","6","0","462.46","d3a5779692a6","1822","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7558,307894.884683732,4277748.59980581,307894.884683732,4277748.59980581,0.00734079355856869,"NO"
"7557","7559","2022-07-31T23:58:07.219Z","523.21","297.6","2","0","0","2","1","0.81","druid","2022-07-31","04:57:38","2022-07-31 04:57:38","1.14","-5.2070144","38.6276096","6","2.3","472.32","d3a5779692a6","1777","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7559,307882.463367153,4277763.82328611,307882.463367153,4277763.82328611,0.0110506122909485,"NO"
"7558","7560","2022-07-31T23:58:07.22Z","478.95","16.7","2","0","0","3","1","0.88","druid","2022-07-31","05:27:38","2022-07-31 05:27:38","1.14","-5.2071272","38.6281504","5","0.9","428.05","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7560,307874.0872351,4277824.07879247,307874.0872351,4277824.07879247,0.033778403517274,"NO"
"7559","7561","2022-07-31T23:58:07.221Z","511.72","30","2","0","0","33","1","0.87","druid","2022-07-31","05:58:08","2022-07-31 05:58:08","1.06","-5.2077112","38.628432","7","0.1","460.82","d3a5779692a6","1830","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7561,307823.997753749,4277856.55481496,307823.997753749,4277856.55481496,0.0326031128024276,"NO"
"7560","7562","2022-07-31T23:58:07.222Z","511.46","185.7","2","0","0","3","1","0.87","druid","2022-07-31","06:27:39","2022-07-31 06:27:39","1.63","-5.1213568","38.6597248","5","0.6","460.54","d3a5779692a6","1771","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7562,315422.058130932,4281152.08634002,315422.058130932,4281152.08634002,4.67379873317175,"NO"
"7561","7563","2022-07-31T23:58:07.223Z","501.3","0","2","0","0","26","1","0.83","druid","2022-07-31","06:58:00","2022-07-31 06:58:00","0.96","-5.12212","38.655872","7","0.1","450.38","d3a5779692a6","1821","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7563,315345.74839132,4280726.03408879,315345.74839132,4280726.03408879,0.237558826161828,"NO"
